Algeria,264,0.0,17.0,0.0,Local transmission,1.0
Burkina Faso,146,32.0,3.0,0.0,Local transmission,0.0
Senegal,99,13.0,0.0,0.0,Local transmission,0.0
Côte d’Ivoire,80,8.0,0.0,0.0,Imported cases only,0.0
Cameroon,70,0.0,1.0,0.0,Local transmission,2.0
Ghana,68,15.0,2.0,0.0,Local transmission,0.0
"Democratic Republicof the Congo",51,6.0,3.0,1.0,Local transmission,0.0
Mauritius,47,5.0,2.0,0.0,Imported cases only,0.0
Nigeria,46,4.0,1.0,1.0,Local transmission,0.0
Rwanda,41,1.0,0.0,0.0,Local transmission,0.0
Kenya,25,0.0,0.0,0.0,Local transmission,1.0
Togo,23,3.0,0.0,0.0,Imported cases only,0.0
Madagascar,19,0.0,0.0,0.0,Imported cases only,1.0
Uganda,14,5.0,0.0,0.0,Imported cases only,0.0
"United Republic ofTanzania",13,1.0,0.0,0.0,Imported cases only,0.0
Ethiopia,12,0.0,0.0,0.0,Imported cases only,1.0
Seychelles,7,0.0,0.0,0.0,Imported cases only,4.0
Equatorial Guinea,6,0.0,0.0,0.0,Imported cases only,4.0
Gabon,6,0.0,1.0,0.0,Imported cases only,3.0
Benin,5,0.0,0.0,0.0,Imported cases only,2.0
"Central AfricanRepublic",5,1.0,0.0,0.0,Imported cases only,0.0
Mozambique,5,2.0,0.0,0.0,Local transmission,0.0
Namibia,5,1.0,0.0,0.0,Imported cases only,0.0
Congo,4,0.0,0.0,0.0,Imported cases only,4.0
Eritrea,4,3.0,0.0,0.0,Imported cases only,0.0
Eswatini,4,0.0,0.0,0.0,Imported cases only,3.0
Guinea,4,0.0,0.0,0.0,Imported cases only,2.0
Cabo Verde,3,0.0,0.0,0.0,Imported cases only,4.0
Chad,3,0.0,0.0,0.0,Imported cases only,2.0
Liberia,3,0.0,0.0,0.0,Local transmission,4.0
Zambia,3,0.0,0.0,0.0,Imported cases only,3.0
Angola,2,0.0,0.0,0.0,Imported cases only,4.0
Gambia,2,0.0,0.0,0.0,Imported cases only,1.0
Guinea-Bissau,2,2.0,0.0,0.0,Imported cases only,0.0
Mali,2,2.0,0.0,0.0,Imported cases only,0.0
Mauritania,2,0.0,0.0,0.0,Imported cases only,7.0
Niger,2,0.0,0.0,0.0,Imported cases only,2.0
Zimbabwe,2,0.0,1.0,0.0,Imported cases only,4.0
Territories**,,,,,,
Réunion,94,11.0,0.0,0.0,Local transmission,0.0
Mayotte,35,5.0,0.0,0.0,Local transmission,0.0
Subtotal for all,,,,,,
,461972,49219.0,20827.0,2401.0,,
regions,,,,,,
International,,,,,,
conveyance,712,0.0,7.0,0.0,Local transmission,10.0
(Diamond Princess),,,,,,
Grand total,462684,49219.0,20834.0,2401.0,,
