Mali,9,7.0,0.0,0.0,Local transmission,0.0
Guinea,8,3.0,0.0,0.0,Imported cases only,0.0
Namibia,8,0.0,0.0,0.0,Imported cases only,1.0
Gabon,7,1.0,1.0,0.0,Imported cases only,0.0
Mozambique,7,2.0,0.0,0.0,Local transmission,0.0
Seychelles,7,0.0,0.0,0.0,Imported cases only,6.0
Benin,6,0.0,0.0,0.0,Imported cases only,1.0
Central African,,,,,,
Republic,6,1.0,0.0,0.0,Imported cases only,0.0
Equatorial Guinea,6,0.0,0.0,0.0,Imported cases only,6.0
Eritrea,6,0.0,0.0,0.0,Imported cases only,1.0
Cabo Verde,5,2.0,1.0,1.0,Imported cases only,0.0
Chad,5,0.0,0.0,0.0,Imported cases only,1.0
Zimbabwe,5,2.0,1.0,0.0,Local transmission,0.0
Liberia,3,0.0,0.0,0.0,Local transmission,6.0
Mauritania,3,0.0,0.0,0.0,Imported cases only,1.0
Angola,2,0.0,0.0,0.0,Imported cases only,6.0
Gambia,2,0.0,1.0,1.0,Imported cases only,3.0
Guinea-Bissau,2,0.0,0.0,0.0,Imported cases only,2.0
Territories**,,,,,,
Réunion,135,0.0,0.0,0.0,Local transmission,1.0
Mayotte,50,0.0,0.0,0.0,Local transmission,1.0
Subtotal for all,,,,,,
,570966,62514.0,26487.0,3159.0,,
regions,,,,,,
International,,,,,,
conveyance,712,0.0,7.0,0.0,Local transmission,12.0
(Diamond Princess),,,,,,
Grand total,571678,62514.0,26494.0,3159.0,,
