Antigua and Barbuda,7,0,0,0.0,Imported cases only,7.0
Nicaragua,5,0,1,0.0,Imported cases only,2.0
Belize,3,0,0,0.0,Local transmission,4.0
"Saint Vincent and theGrenadines",3,1,0,0.0,Imported cases only,0.0
,Territories**,,,,,
Puerto Rico,378,62,15,3.0,Local transmission,0.0
Martinique,138,7,3,0.0,Local transmission,0.0
Guadeloupe,130,2,7,1.0,Local transmission,0.0
Aruba,62,2,0,0.0,Local transmission,0.0
French Guiana,57,2,0,0.0,Local transmission,0.0
"United States VirginIslands",37,4,0,0.0,Local transmission,0.0
Bermuda,35,3,0,0.0,Local transmission,0.0
Cayman Islands,28,6,1,0.0,Local transmission,0.0
Sint Maarten,23,5,2,1.0,Imported cases only,0.0
Saint Martin,22,0,2,0.0,Under investigation,1.0
Curaçao,11,0,1,0.0,Imported cases only,4.0
Saint Barthélemy,6,0,0,0.0,Under investigation,4.0
Montserrat,5,0,0,0.0,Imported cases only,7.0
"Turks and CaicosIslands",5,0,0,0.0,Local transmission,4.0
Anguilla,3,1,0,0.0,Local transmission,0.0
British Virgin Islands,3,0,0,0.0,Imported cases only,3.0
"Bonaire, Sint Eustatiusand Saba",2,2,0,0.0,Imported cases only,0.0
,African Region,,,,,
South Africa,1505,43,7,2.0,Local transmission,0.0
Algeria,986,0,83,0.0,Local transmission,1.0
Burkina Faso,261,0,15,1.0,Local transmission,3.0
Cameroon,246,0,7,0.0,Local transmission,1.0
Senegal,207,12,1,0.0,Local transmission,0.0
Ghana,204,0,5,0.0,Local transmission,1.0
Côte d’Ivoire,203,13,1,0.0,Local transmission,0.0
Nigeria,190,16,2,0.0,Local transmission,0.0
Mauritius,186,17,7,0.0,Local transmission,0.0
Democratic Republic,134,0,13,0.0,Local transmission,1.0
of the Congo,,,,,,
Kenya,122,12,4,1.0,Local transmission,0.0
Niger,98,24,5,0.0,Local transmission,0.0
Rwanda,89,5,0,0.0,Local transmission,0.0
Madagascar,65,0,0,0.0,Local transmission,1.0
Guinea,52,0,0,0.0,Local transmission,1.0
Uganda,45,1,0,0.0,Local transmission,0.0
Congo,41,0,3,1.0,Local transmission,1.0
Togo,39,0,2,0.0,Local transmission,1.0
Zambia,39,0,1,0.0,Local transmission,1.0
Mali,36,8,3,0.0,Local transmission,0.0
Ethiopia,35,4,0,0.0,Local transmission,0.0
Gabon,21,3,1,0.0,Imported cases only,0.0
Eritrea,20,0,0,0.0,Local transmission,1.0
United Republic of,20,0,1,0.0,Local transmission,2.0
Tanzania,,,,,,
Equatorial Guinea,15,0,0,0.0,Local transmission,1.0
Guinea-Bissau,15,6,0,0.0,Imported cases only,0.0
Benin,13,0,0,0.0,Imported cases only,2.0
Namibia,13,0,0,0.0,Local transmission,1.0
Angola,10,2,2,0.0,Imported cases only,0.0
Mozambique,10,0,0,0.0,Local transmission,2.0
Seychelles,10,0,0,0.0,Imported cases only,2.0
Eswatini,9,0,0,0.0,Imported cases only,7.0
Zimbabwe,9,1,1,0.0,Local transmission,0.0
Central African,8,0,0,0.0,Imported cases only,2.0
Republic,,,,,,
Chad,7,0,0,0.0,Imported cases only,3.0
Liberia,7,1,0,0.0,Local transmission,0.0
Mauritania,6,1,1,1.0,Imported cases only,0.0
Cabo Verde,5,0,1,0.0,Imported cases only,7.0
Botswana,4,0,1,0.0,Imported cases only,1.0
Gambia,4,0,1,0.0,Imported cases only,1.0
Burundi,3,1,0,0.0,Local transmission,0.0
Malawi,3,0,0,0.0,Local transmission,1.0
Sierra Leone,2,0,0,0.0,Imported cases only,2.0
Territories**,,,,,,
Réunion,321,13,0,0.0,Local transmission,0.0
Mayotte,128,0,2,0.0,Local transmission,1.0
Subtotal for all,1 050985,79 394,56 975,6665.0,,
,,,,,,
regions,,,,,,
International,,,,,,
conveyance (Diamond,712,0,11,0.0,Local transmission,19.0
Princess),,,,,,
Grand total,1 051697,79 394,56 986,6665.0,,
