"Date","Country","Region","Total confirmed cases","Population Incidence Ratio","Total ICU cases","Total deaths","Total Hospital cases","New cases","Total cured","New Hospital cases","New ICU cases","New deaths","New cured"
"2020-03-23 21:00:00","Spain","País Vasco",2728,114,106,133,1425.0,307.0,344.0,"","","",""
"2020-03-23 21:00:00","Spain","La Rioja",802,207,24,30,206.0,55.0,24.0,"","","",""
"2020-03-24 21:00:00","Spain","Andalucía",3010,34,116,113,1433.0,539.0,71.0,"","","",""
"2020-03-24 21:00:00","Spain","Aragón",907,65,75,40,459.0,149.0,4.0,"","","",""
"2020-03-24 21:00:00","Spain","Asturias",779,73,29,25,263.0,117.0,35.0,"","","",""
"2020-03-24 21:00:00","Spain","Baleares",562,45,40,13,164.0,84.0,28.0,"","","",""
"2020-03-24 21:00:00","Spain","Canarias",657,27,43,21,235.0,100.0,15.0,"","","",""
"2020-03-24 21:00:00","Spain","Cantabria",510,85,18,14,241.0,85.0,12.0,"","","",""
"2020-03-24 21:00:00","Spain","Castilla La Mancha",2780,132,210,263,2162.0,315.0,71.0,"","","",""
"2020-03-24 21:00:00","Spain","Castilla y León",2940,119,170,165,1244.0,480.0,213.0,"","","",""
"2020-03-24 21:00:00","Spain","Cataluña",9937,128,781,516,5434.0,2073.0,1274.0,"","","",""
"2020-03-24 21:00:00","Spain","Ceuta",9,10,1,0,2.0,3.0,0.0,"","","",""
"2020-03-24 21:00:00","Spain","Comunidad Valenciana",2616,51,198,143,1071.0,449.0,44.0,"","","",""
"2020-03-24 21:00:00","Spain","Extremadura",742,68,28,39,209.0,106.0,8.0,"","","",""
"2020-03-24 21:00:00","Spain","Galicia",1653,59,69,27,412.0,238.0,25.0,"","","",""
"2020-03-24 21:00:00","Spain","Madrid",14597,203,1150,1825,11152.0,2245.0,3031.0,"","","",""
"2020-03-24 21:00:00","Spain","Melilla",38,45,2,0,14.0,10.0,0.0,"","","",""
"2020-03-24 21:00:00","Spain","Murcia",477,31,33,5,127.0,92.0,4.0,"","","",""
"2020-03-24 21:00:00","Spain","Navarra",1197,176,51,33,506.0,183.0,23.0,"","","",""
"2020-03-24 21:00:00","Spain","País Vasco",3271,139,119,155,1577.0,543.0,466.0,"","","",""
"2020-03-24 21:00:00","Spain","La Rioja",928,238,33,37,254.0,126.0,43.0,"","","",""
"2020-03-25 21:00:00","Spain","Andalucía",3406,38,134,134,1626.0,396.0,77.0,"","","",""
"2020-03-25 21:00:00","Spain","Aragón",1115,79,93,48,562.0,209.0,4.0,"","","",""
"2020-03-25 21:00:00","Spain","Asturias",841,77,34,27,300.0,62.0,40.0,"","","",""
"2020-03-25 21:00:00","Spain","Baleares",660,53,43,17,205.0,98.0,39.0,"","","",""
"2020-03-25 21:00:00","Spain","Canarias",784,33,45,24,279.0,127.0,18.0,"","","",""
"2020-03-25 21:00:00","Spain","Cantabria",671,112,26,17,300.0,161.0,14.0,"","","",""
"2020-03-25 21:00:00","Spain","Castilla La Mancha",3383,160,243,316,2162.0,603.0,95.0,"","","",""
"2020-03-25 21:00:00","Spain","Castilla y León",3488,141,202,206,1515.0,548.0,308.0,"","","",""
"2020-03-25 21:00:00","Spain","Cataluña",11592,148,1020,672,7439.0,1655.0,1696.0,"","","",""
"2020-03-25 21:00:00","Spain","Ceuta",10,11,2,0,2.0,1.0,0.0,"","","",""
"2020-03-25 21:00:00","Spain","Comunidad Valenciana",3200,62,230,167,1278.0,584.0,57.0,"","","",""
"2020-03-25 21:00:00","Spain","Extremadura",969,89,34,58,241.0,227.0,24.0,"","","",""
"2020-03-25 21:00:00","Spain","Galicia",1915,69,86,32,503.0,262.0,47.0,"","","",""
"2020-03-25 21:00:00","Spain","Madrid",17166,236,1220,2090,12440.0,2569.0,3881.0,"","","",""
"2020-03-25 21:00:00","Spain","Melilla",39,46,2,1,16.0,1.0,0.0,"","","",""
"2020-03-25 21:00:00","Spain","Murcia",596,38,36,8,172.0,119.0,9.0,"","","",""
"2020-03-25 21:00:00","Spain","Navarra",1411,205,54,49,649.0,214.0,35.0,"","","",""
"2020-03-25 21:00:00","Spain","País Vasco",3946,164,137,180,1906.0,675.0,621.0,"","","",""
"2020-03-25 21:00:00","Spain","La Rioja",995,251,36,43,316.0,67.0,48.0,"","","",""
"2020-03-26 21:00:00","Spain","Andalucía",3793,42,148,144,1843.0,387.0,92.0,"","","",""
"2020-03-26 21:00:00","Spain","Aragón",1338,95,114,58,693.0,222.0,8.0,"","","",""
"2020-03-26 21:00:00","Spain","Asturias",900,81,47,29,339.0,59.0,52.0,"","","",""
"2020-03-26 21:00:00","Spain","Baleares",755,63,46,22,237.0,95.0,67.0,"","","",""
"2020-03-26 21:00:00","Spain","Canarias",878,37,61,27,328.0,94.0,20.0,"","","",""
"2020-03-26 21:00:00","Spain","Cantabria",810,134,29,21,355.0,139.0,19.0,"","","",""
"2020-03-26 21:00:00","Spain","Castilla La Mancha",3933,183,273,367,2707.0,551.0,153.0,"","","",""
"2020-03-26 21:00:00","Spain","Castilla y León",4132,165,228,252,1791.0,644.0,423.0,"","","",""
"2020-03-26 21:00:00","Spain","Cataluña",12940,164,1187,880,8545.0,1348.0,2348.0,"","","",""
"2020-03-26 21:00:00","Spain","Ceuta",17,20,2,0,2.0,7.0,0.0,"","","",""
"2020-03-26 21:00:00","Spain","Comunidad Valenciana",3532,68,252,198,1422.0,332.0,73.0,"","","",""
"2020-03-26 21:00:00","Spain","Extremadura",1230,111,41,69,277.0,262.0,33.0,"","","",""
"2020-03-26 21:00:00","Spain","Galicia",2322,82,98,43,557.0,407.0,67.0,"","","",""
"2020-03-26 21:00:00","Spain","Madrid",19243,258,1311,2412,13580.0,2077.0,5044.0,"","","",""
"2020-03-26 21:00:00","Spain","Melilla",42,46,2,1,18.0,3.0,0.0,"","","",""
"2020-03-26 21:00:00","Spain","Murcia",714,45,53,15,209.0,118.0,12.0,"","","",""
"2020-03-26 21:00:00","Spain","Navarra",1641,230,75,58,732.0,230.0,70.0,"","","",""
"2020-03-26 21:00:00","Spain","País Vasco",4601,189,154,207,2270.0,655.0,814.0,"","","",""
"2020-03-26 21:00:00","Spain","La Rioja",1236,313,43,55,388.0,241.0,62.0,"","","",""
"2020-03-27 21:00:00","Spain","Andalucía",4277,47,172,175,2106.0,484.0,139.0,"","","",""
"2020-03-27 21:00:00","Spain","Aragón",1591,111,124,58,835.0,254.0,8.0,"","","",""
"2020-03-27 21:00:00","Spain","Asturias",1004,89,50,33,408.0,104.0,65.0,"","","",""
"2020-03-27 21:00:00","Spain","Baleares",862,72,59,26,283.0,107.0,80.0,"","","",""
"2020-03-27 21:00:00","Spain","Canarias",1025,43,68,36,377.0,147.0,25.0,"","","",""
"2020-03-27 21:00:00","Spain","Cantabria",937,155,37,22,406.0,127.0,21.0,"","","",""
"2020-03-27 21:00:00","Spain","Castilla La Mancha",4512,207,289,448,2977.0,578.0,197.0,"","","",""
"2020-03-27 21:00:00","Spain","Castilla y León",4791,190,249,321,2063.0,659.0,585.0,"","","",""
"2020-03-27 21:00:00","Spain","Cataluña",14263,179,1324,1070,9900.0,1323.0,3106.0,"","","",""
"2020-03-27 21:00:00","Spain","Ceuta",17,20,2,1,2.0,0.0,0.0,"","","",""
"2020-03-27 21:00:00","Spain","Comunidad Valenciana",4034,78,282,234,1694.0,502.0,92.0,"","","",""
"2020-03-27 21:00:00","Spain","Extremadura",1394,124,40,88,312.0,163.0,49.0,"","","",""
"2020-03-27 21:00:00","Spain","Galicia",2772,98,112,47,906.0,450.0,95.0,"","","",""
"2020-03-27 21:00:00","Spain","Madrid",21520,278,1404,2756,14210.0,2276.0,6326.0,"","","",""
"2020-03-27 21:00:00","Spain","Melilla",45,48,2,1,22.0,3.0,0.0,"","","",""
"2020-03-27 21:00:00","Spain","Murcia",802,50,58,17,231.0,88.0,12.0,"","","",""
"2020-03-27 21:00:00","Spain","Navarra",1829,257,84,70,827.0,188.0,98.0,"","","",""
"2020-03-27 21:00:00","Spain","País Vasco",5136,209,176,221,2612.0,535.0,1022.0,"","","",""
"2020-03-27 21:00:00","Spain","La Rioja",1436,365,43,65,458.0,200.0,364.0,"","","",""
"2020-03-28 21:00:00","Spain","Andalucía",4682,50,201,207,2294.0,405.0,148.0,"","","",""
"2020-03-28 21:00:00","Spain","Aragón",1858,129,124,93,835.0,266.0,8.0,"","","",""
"2020-03-28 21:00:00","Spain","Asturias",1088,92,57,41,466.0,84.0,76.0,"","","",""
"2020-03-28 21:00:00","Spain","Baleares",958,79,71,29,345.0,96.0,82.0,"","","",""
"2020-03-28 21:00:00","Spain","Canarias",1125,47,78,39,425.0,100.0,30.0,"","","",""
"2020-03-28 21:00:00","Spain","Cantabria",1023,167,40,26,449.0,86.0,25.0,"","","",""
"2020-03-28 21:00:00","Spain","Castilla La Mancha",5246,238,299,539,3018.0,734.0,236.0,"","","",""
"2020-03-28 21:00:00","Spain","Castilla y León",5414,213,278,380,2408.0,623.0,752.0,"","","",""
"2020-03-28 21:00:00","Spain","Cataluña",15026,186,1391,1226,10687.0,763.0,3455.0,"","","",""
"2020-03-28 21:00:00","Spain","Ceuta",21,23,2,1,2.0,4.0,0.0,"","","",""
"2020-03-28 21:00:00","Spain","Comunidad Valenciana",4784,87,309,267,1874.0,750.0,161.0,"","","",""
"2020-03-28 21:00:00","Spain","Extremadura",1456,127,41,100,313.0,62.0,51.0,"","","",""
"2020-03-28 21:00:00","Spain","Galicia",3139,109,123,60,1043.0,367.0,153.0,"","","",""
"2020-03-28 21:00:00","Spain","Madrid",22677,287,1429,3082,14454.0,1157.0,7491.0,"","","",""
"2020-03-28 21:00:00","Spain","Melilla",48,46,2,1,24.0,3.0,0.0,"","","",""
"2020-03-28 21:00:00","Spain","Murcia",872,53,58,20,260.0,70.0,16.0,"","","",""
"2020-03-28 21:00:00","Spain","Navarra",2011,279,90,84,896.0,182.0,125.0,"","","",""
"2020-03-28 21:00:00","Spain","País Vasco",5740,231,271,265,3106.0,604.0,1503.0,"","","",""
"2020-03-28 21:00:00","Spain","La Rioja",1629,419,43,68,497.0,193.0,397.0,"","","",""
"2020-03-29 21:00:00","Spain","Andalucía",5405,57,216,236,2671.0,723.0,155.0,"","","",""
"2020-03-29 21:00:00","Spain","Aragón",2078,144,156,106,1094.0,220.0,174.0,"","","",""
"2020-03-29 21:00:00","Spain","Asturias",1158,95,60,49,479.0,70.0,78.0,"","","",""
"2020-03-29 21:00:00","Spain","Baleares",1000,80,80,37,353.0,42.0,100.0,"","","",""
"2020-03-29 21:00:00","Spain","Canarias",1204,50,84,40,444.0,79.0,32.0,"","","",""
"2020-03-29 21:00:00","Spain","Cantabria",1100,179,46,27,481.0,77.0,24.0,"","","",""
"2020-03-29 21:00:00","Spain","Castilla La Mancha",5858,260,302,622,3134.0,612.0,252.0,"","","",""
"2020-03-29 21:00:00","Spain","Castilla y León",5801,227,307,442,2540.0,387.0,871.0,"","","",""
"2020-03-29 21:00:00","Spain","Cataluña",16157,198,1511,1410,11769.0,1131.0,4125.0,"","","",""
"2020-03-29 21:00:00","Spain","Ceuta",25,28,2,1,2.0,4.0,0.0,"","","",""
"2020-03-29 21:00:00","Spain","Comunidad Valenciana",5110,93,336,310,2041.0,326.0,185.0,"","","",""
"2020-03-29 21:00:00","Spain","Extremadura",1560,135,43,106,353.0,104.0,60.0,"","","",""
"2020-03-29 21:00:00","Spain","Galicia",3723,128,134,66,1147.0,584.0,168.0,"","","",""
"2020-03-29 21:00:00","Spain","Madrid",24090,299,1460,3392,14917.0,1413.0,8301.0,"","","",""
"2020-03-29 21:00:00","Spain","Melilla",51,49,3,1,27.0,3.0,0.0,"","","",""
"2020-03-29 21:00:00","Spain","Murcia",939,57,58,25,265.0,67.0,17.0,"","","",""
"2020-03-29 21:00:00","Spain","Navarra",2146,286,96,102,955.0,135.0,161.0,"","","",""
"2020-03-29 21:00:00","Spain","País Vasco",6057,245,293,297,3427.0,317.0,1646.0,"","","",""
"2020-03-29 21:00:00","Spain","La Rioja",1733,448,43,71,517.0,104.0,431.0,"","","",""
"2020-03-30 21:00:00","Spain","Andalucía",5818,61,235,248,2867.0,413.0,160.0,"","","",""
"2020-03-30 21:00:00","Spain","Aragón",2272,156,165,138,1176.0,194.0,204.0,"","","",""
"2020-03-30 21:00:00","Spain","Asturias",1236,101,65,55,529.0,78.0,90.0,"","","",""
"2020-03-30 21:00:00","Spain","Baleares",1069,85,85,42,399.0,69.0,111.0,"","","",""
"2020-03-30 21:00:00","Spain","Canarias",1262,51,94,55,483.0,58.0,57.0,"","","",""
"2020-03-30 21:00:00","Spain","Cantabria",1171,191,50,37,522.0,71.0,35.0,"","","",""
"2020-03-30 21:00:00","Spain","Castilla La Mancha",6423,288,344,708,3225.0,566.0,296.0,"","","",""
"2020-03-30 21:00:00","Spain","Castilla y León",6211,240,325,516,2601.0,410.0,1028.0,"","","",""
"2020-03-30 21:00:00","Spain","Cataluña",18773,226,1652,1672,12974.0,2616.0,4966.0,"","","",""
"2020-03-30 21:00:00","Spain","Ceuta",34,38,3,1,3.0,9.0,0.0,"","","",""
"2020-03-30 21:00:00","Spain","Comunidad Valenciana",5507,99,356,339,2189.0,398.0,200.0,"","","",""
"2020-03-30 21:00:00","Spain","Extremadura",1628,138,51,133,371.0,68.0,91.0,"","","",""
"2020-03-30 21:00:00","Spain","Galicia",4038,138,149,84,1250.0,316.0,187.0,"","","",""
"2020-03-30 21:00:00","Spain","Madrid",27509,339,1514,3603,15140.0,3418.0,9330.0,"","","",""
"2020-03-30 21:00:00","Spain","Melilla",54,42,3,1,27.0,3.0,0.0,"","","",""
"2020-03-30 21:00:00","Spain","Murcia",974,58,59,34,283.0,35.0,20.0,"","","",""
"2020-03-30 21:00:00","Spain","Navarra",2305,304,99,113,1035.0,159.0,192.0,"","","",""
"2020-03-30 21:00:00","Spain","País Vasco",6320,251,307,325,3594.0,263.0,1796.0,"","","",""
"2020-03-30 21:00:00","Spain","La Rioja",1810,459,51,85,575.0,77.0,496.0,"","","",""
"2020-03-31 21:00:00","Spain","Andalucía",6392,65,260,308,3147.0,574.0,182.0,"","","",""
"2020-03-31 21:00:00","Spain","Aragón",2491,171,168,169,1234.0,219.0,257.0,"","","",""
"2020-03-31 21:00:00","Spain","Asturias",1321,105,76,63,590.0,86.0,109.0,"","","",""
"2020-03-31 21:00:00","Spain","Baleares",1131,88,95,46,468.0,62.0,170.0,"","","",""
"2020-03-31 21:00:00","Spain","Canarias",1380,55,110,62,532.0,118.0,77.0,"","","",""
"2020-03-31 21:00:00","Spain","Cantabria",1213,197,54,54,543.0,42.0,43.0,"","","",""
"2020-03-31 21:00:00","Spain","Castilla La Mancha",7047,313,353,774,3230.0,623.0,397.0,"","","",""
"2020-03-31 21:00:00","Spain","Castilla y León",6847,257,345,585,2691.0,636.0,1259.0,"","","",""
"2020-03-31 21:00:00","Spain","Cataluña",19991,236,1769,1849,13969.0,1218.0,5701.0,"","","",""
"2020-03-31 21:00:00","Spain","Ceuta",51,58,3,1,6.0,17.0,0.0,"","","",""
"2020-03-31 21:00:00","Spain","Comunidad Valenciana",5922,103,365,395,2189.0,414.0,240.0,"","","",""
"2020-03-31 21:00:00","Spain","Extremadura",1679,139,58,152,372.0,51.0,113.0,"","","",""
"2020-03-31 21:00:00","Spain","Galicia",4431,151,158,103,1338.0,393.0,259.0,"","","",""
"2020-03-31 21:00:00","Spain","Madrid",29840,363,1514,3865,15227.0,2331.0,10827.0,"","","",""
"2020-03-31 21:00:00","Spain","Melilla",62,48,3,1,32.0,8.0,0.0,"","","",""
"2020-03-31 21:00:00","Spain","Murcia",1041,61,59,37,304.0,67.0,43.0,"","","",""
"2020-03-31 21:00:00","Spain","Navarra",2497,322,104,130,1120.0,192.0,236.0,"","","",""
"2020-03-31 21:00:00","Spain","País Vasco",6837,265,324,369,3806.0,518.0,2165.0,"","","",""
"2020-03-31 21:00:00","Spain","La Rioja",1960,486,54,90,619.0,150.0,569.0,"","","",""
"2020-04-01 21:00:00","Spain","Andalucía",6972,70,280,343,3444.0,580.0,228.0,"","","",""
"2020-04-01 21:00:00","Spain","Aragón",2700,183,178,200,1320.0,209.0,320.0,"","","",""
"2020-04-01 21:00:00","Spain","Asturias",1384,106,79,69,640.0,62.0,135.0,"","","",""
"2020-04-01 21:00:00","Spain","Baleares",1204,90,105,58,517.0,73.0,239.0,"","","",""
"2020-04-01 21:00:00","Spain","Canarias",1444,56,113,68,566.0,64.0,94.0,"","","",""
"2020-04-01 21:00:00","Spain","Cantabria",1268,203,57,60,567.0,55.0,60.0,"","","",""
"2020-04-01 21:00:00","Spain","Castilla La Mancha",7682,338,355,854,3230.0,635.0,494.0,"","","",""
"2020-04-01 21:00:00","Spain","Castilla y León",7355,270,353,641,2708.0,508.0,1498.0,"","","",""
"2020-04-01 21:00:00","Spain","Cataluña",21804,248,1855,2093,15489.0,1813.0,6917.0,"","","",""
"2020-04-01 21:00:00","Spain","Ceuta",55,63,3,1,7.0,4.0,0.0,"","","",""
"2020-04-01 21:00:00","Spain","Comunidad Valenciana",6308,107,379,443,2189.0,386.0,432.0,"","","",""
"2020-04-01 21:00:00","Spain","Extremadura",1837,149,62,181,412.0,158.0,139.0,"","","",""
"2020-04-01 21:00:00","Spain","Galicia",4842,162,165,120,1446.0,410.0,333.0,"","","",""
"2020-04-01 21:00:00","Spain","Madrid",32155,380,1528,4175,15227.0,2315.0,12400.0,"","","",""
"2020-04-01 21:00:00","Spain","Melilla",62,45,3,1,32.0,0.0,0.0,"","","",""
"2020-04-01 21:00:00","Spain","Murcia",1084,61,68,42,389.0,43.0,45.0,"","","",""
"2020-04-01 21:00:00","Spain","Navarra",2682,336,108,141,1181.0,185.0,278.0,"","","",""
"2020-04-01 21:00:00","Spain","País Vasco",7317,277,344,412,4086.0,479.0,2490.0,"","","",""
"2020-04-01 21:00:00","Spain","La Rioja",2083,509,57,101,660.0,123.0,641.0,"","","",""
"2020-04-02 21:00:00","Spain","Andalucía",7374,72,338,376,3673.0,402.0,258.0,"","","",""
"2020-04-02 21:00:00","Spain","Aragón",2889,191,180,224,1431.0,189.0,378.0,"","","",""
"2020-04-02 21:00:00","Spain","Asturias",1433,106,86,70,702.0,49.0,154.0,"","","",""
"2020-04-02 21:00:00","Spain","Baleares",1257,91,112,69,587.0,53.0,375.0,"","","",""
"2020-04-02 21:00:00","Spain","Canarias",1490,55,120,73,605.0,46.0,102.0,"","","",""
"2020-04-02 21:00:00","Spain","Cantabria",1321,202,59,64,592.0,53.0,74.0,"","","",""
"2020-04-02 21:00:00","Spain","Castilla La Mancha",8523,367,355,916,3168.0,841.0,579.0,"","","",""
"2020-04-02 21:00:00","Spain","Castilla y León",7875,280,355,723,2711.0,520.0,1759.0,"","","",""
"2020-04-02 21:00:00","Spain","Cataluña",23460,263,2053,2335,17257.0,1656.0,7849.0,"","","",""
"2020-04-02 21:00:00","Spain","Ceuta",62,67,3,1,8.0,7.0,2.0,"","","",""
"2020-04-02 21:00:00","Spain","Comunidad Valenciana",6624,110,386,511,2064.0,316.0,592.0,"","","",""
"2020-04-02 21:00:00","Spain","Extremadura",1893,149,64,200,415.0,56.0,164.0,"","","",""
"2020-04-02 21:00:00","Spain","Galicia",5218,171,178,138,1630.0,377.0,435.0,"","","",""
"2020-04-02 21:00:00","Spain","Madrid",34188,405,1506,4483,15050.0,2033.0,13850.0,"","","",""
"2020-04-02 21:00:00","Spain","Melilla",70,53,3,2,34.0,8.0,4.0,"","","",""
"2020-04-02 21:00:00","Spain","Murcia",1145,62,72,46,405.0,61.0,90.0,"","","",""
"2020-04-02 21:00:00","Spain","Navarra",2836,348,119,151,1284.0,154.0,294.0,"","","",""
"2020-04-02 21:00:00","Spain","País Vasco",7827,288,363,444,4283.0,510.0,2808.0,"","","",""
"2020-04-02 21:00:00","Spain","La Rioja",2224,545,64,109,738.0,141.0,745.0,"","","",""
"2020-04-03 21:00:00","Spain","Andalucía",7869,75,364,426,3896.0,495.0,463.0,"","","",""
"2020-04-03 21:00:00","Spain","Aragón",3078,201,190,251,1505.0,189.0,440.0,"","","",""
"2020-04-03 21:00:00","Spain","Asturias",1521,101,87,76,766.0,89.0,190.0,"","","",""
"2020-04-03 21:00:00","Spain","Baleares",1271,89,114,71,634.0,14.0,422.0,"","","",""
"2020-04-03 21:00:00","Spain","Canarias",1564,56,128,78,632.0,74.0,123.0,"","","",""
"2020-04-03 21:00:00","Spain","Cantabria",1384,201,60,68,619.0,63.0,99.0,"","","",""
"2020-04-03 21:00:00","Spain","Castilla La Mancha",9324,388,360,989,3133.0,801.0,657.0,"","","",""
"2020-04-03 21:00:00","Spain","Castilla y León",8332,286,348,786,2663.0,457.0,2021.0,"","","",""
"2020-04-03 21:00:00","Spain","Cataluña",24734,267,2108,2508,17678.0,1274.0,8635.0,"","","",""
"2020-04-03 21:00:00","Spain","Ceuta",73,80,4,1,8.0,11.0,2.0,"","","",""
"2020-04-03 21:00:00","Spain","Comunidad Valenciana",6901,110,386,571,1976.0,277.0,695.0,"","","",""
"2020-04-03 21:00:00","Spain","Extremadura",1979,152,64,208,453.0,86.0,205.0,"","","",""
"2020-04-03 21:00:00","Spain","Galicia",5625,181,178,159,1767.0,406.0,531.0,"","","",""
"2020-04-03 21:00:00","Spain","Madrid",36249,410,1498,4723,14741.0,2061.0,15362.0,"","","",""
"2020-04-03 21:00:00","Spain","Melilla",79,62,3,2,37.0,9.0,9.0,"","","",""
"2020-04-03 21:00:00","Spain","Murcia",1188,63,79,51,434.0,43.0,113.0,"","","",""
"2020-04-03 21:00:00","Spain","Navarra",2972,352,120,171,1341.0,136.0,311.0,"","","",""
"2020-04-03 21:00:00","Spain","País Vasco",8187,292,377,477,4522.0,360.0,3098.0,"","","",""
"2020-04-03 21:00:00","Spain","La Rioja",2405,581,64,128,805.0,181.0,843.0,"","","",""
"2020-04-04 21:00:00","Spain","Andalucía",8301,78,474,470,4107.0,432.0,665.0,"","","",""
"2020-04-04 21:00:00","Spain","Aragón",3231,204,233,270,1588.0,154.0,537.0,"","","",""
"2020-04-04 21:00:00","Spain","Asturias",1605,103,90,80,808.0,83.0,216.0,"","","",""
"2020-04-04 21:00:00","Spain","Baleares",1293,83,120,75,664.0,22.0,461.0,"","","",""
"2020-04-04 21:00:00","Spain","Canarias",1622,56,129,80,644.0,58.0,137.0,"","","",""
"2020-04-04 21:00:00","Spain","Cantabria",1440,199,62,68,639.0,57.0,113.0,"","","",""
"2020-04-04 21:00:00","Spain","Castilla La Mancha",10031,403,357,1055,2950.0,707.0,1149.0,"","","",""
"2020-04-04 21:00:00","Spain","Castilla y León",8749,291,351,847,2574.0,417.0,2331.0,"","","",""
"2020-04-04 21:00:00","Spain","Cataluña",26031,277,2249,2637,18656.0,1298.0,9527.0,"","","",""
"2020-04-04 21:00:00","Spain","Ceuta",83,92,4,2,9.0,10.0,2.0,"","","",""
"2020-04-04 21:00:00","Spain","Comunidad Valenciana",7184,111,381,613,1901.0,283.0,812.0,"","","",""
"2020-04-04 21:00:00","Spain","Extremadura",2046,155,66,218,417.0,68.0,215.0,"","","",""
"2020-04-04 21:00:00","Spain","Galicia",5944,186,170,174,1831.0,319.0,587.0,"","","",""
"2020-04-04 21:00:00","Spain","Madrid",37584,418,1499,4941,14550.0,1335.0,16543.0,"","","",""
"2020-04-04 21:00:00","Spain","Melilla",83,67,3,2,38.0,4.0,11.0,"","","",""
"2020-04-04 21:00:00","Spain","Murcia",1235,62,80,59,447.0,47.0,130.0,"","","",""
"2020-04-04 21:00:00","Spain","Navarra",3073,348,123,178,1399.0,101.0,334.0,"","","",""
"2020-04-04 21:00:00","Spain","País Vasco",8628,295,404,515,4666.0,441.0,3405.0,"","","",""
"2020-04-04 21:00:00","Spain","La Rioja",2592,611,66,134,855.0,187.0,904.0,"","","",""
"2020-04-05 21:00:00","Spain","Andalucía",8581,78,489,491,4227.0,280.0,798.0,"","","",""
"2020-04-05 21:00:00","Spain","Aragón",3347,205,237,284,1636.0,115.0,565.0,"","","",""
"2020-04-05 21:00:00","Spain","Asturias",1646,102,90,86,846.0,41.0,222.0,"","","",""
"2020-04-05 21:00:00","Spain","Baleares",1320,80,121,81,683.0,27.0,531.0,"","","",""
"2020-04-05 21:00:00","Spain","Canarias",1649,54,133,85,651.0,27.0,157.0,"","","",""
"2020-04-05 21:00:00","Spain","Cantabria",1483,195,65,77,658.0,42.0,118.0,"","","",""
"2020-04-05 21:00:00","Spain","Castilla La Mancha",10602,419,354,1132,2901.0,571.0,1259.0,"","","",""
"2020-04-05 21:00:00","Spain","Castilla y León",9116,294,348,919,2508.0,367.0,2533.0,"","","",""
"2020-04-05 21:00:00","Spain","Cataluña",26824,272,2276,2760,19143.0,792.0,10088.0,"","","",""
"2020-04-05 21:00:00","Spain","Ceuta",83,90,4,3,9.0,0.0,2.0,"","","",""
"2020-04-05 21:00:00","Spain","Comunidad Valenciana",7334,108,384,637,1909.0,150.0,930.0,"","","",""
"2020-04-05 21:00:00","Spain","Extremadura",2068,147,66,228,453.0,21.0,223.0,"","","",""
"2020-04-05 21:00:00","Spain","Galicia",6151,183,170,190,1916.0,207.0,610.0,"","","",""
"2020-04-05 21:00:00","Spain","Madrid",38723,422,1510,5136,14501.0,1139.0,17322.0,"","","",""
"2020-04-05 21:00:00","Spain","Melilla",86,67,3,2,38.0,3.0,11.0,"","","",""
"2020-04-05 21:00:00","Spain","Murcia",1259,61,81,68,468.0,24.0,156.0,"","","",""
"2020-04-05 21:00:00","Spain","Navarra",3231,358,124,187,1432.0,158.0,380.0,"","","",""
"2020-04-05 21:00:00","Spain","País Vasco",8810,289,410,548,4794.0,182.0,3568.0,"","","",""
"2020-04-05 21:00:00","Spain","La Rioja",2719,622,66,141,888.0,127.0,964.0,"","","",""
"2020-04-06 21:00:00","Spain","Andalucía",8767,74,499,528,4335.0,186.0,900.0,"","","",""
"2020-04-06 21:00:00","Spain","Aragón",3449,203,247,312,1663.0,102.0,578.0,"","","",""
"2020-04-06 21:00:00","Spain","Asturias",1679,99,91,96,889.0,33.0,244.0,"","","",""
"2020-04-06 21:00:00","Spain","Baleares",1369,77,124,84,705.0,49.0,537.0,"","","",""
"2020-04-06 21:00:00","Spain","Canarias",1725,54,137,89,689.0,76.0,186.0,"","","",""
"2020-04-06 21:00:00","Spain","Cantabria",1501,185,66,85,677.0,18.0,129.0,"","","",""
"2020-04-06 21:00:00","Spain","Castilla La Mancha",11077,423,360,1177,2908.0,475.0,1353.0,"","","",""
"2020-04-06 21:00:00","Spain","Castilla y León",9581,296,346,982,5180.0,465.0,2711.0,"","","",""
"2020-04-06 21:00:00","Spain","Cataluña",28323,266,2391,2908,19745.0,1499.0,10738.0,"","","",""
"2020-04-06 21:00:00","Spain","Ceuta",83,90,4,4,9.0,0.0,2.0,"","","",""
"2020-04-06 21:00:00","Spain","Comunidad Valenciana",7443,105,384,672,1886.0,109.0,1103.0,"","","",""
"2020-04-06 21:00:00","Spain","Extremadura",2116,138,70,258,686.0,48.0,282.0,"","","",""
"2020-04-06 21:00:00","Spain","Galicia",6331,182,162,204,1968.0,180.0,688.0,"","","",""
"2020-04-06 21:00:00","Spain","Madrid",40469,421,1494,5371,13950.0,1746.0,18410.0,"","","",""
"2020-04-06 21:00:00","Spain","Melilla",92,74,3,2,40.0,6.0,11.0,"","","",""
"2020-04-06 21:00:00","Spain","Murcia",1283,60,84,78,500.0,24.0,193.0,"","","",""
"2020-04-06 21:00:00","Spain","Navarra",3355,357,124,202,1488.0,124.0,421.0,"","","",""
"2020-04-06 21:00:00","Spain","País Vasco",9021,285,417,586,4856.0,211.0,3728.0,"","","",""
"2020-04-06 21:00:00","Spain","La Rioja",2846,645,66,160,918.0,127.0,994.0,"","","",""
